username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section
The Washington Post,2025-06-16 12:56:25,"The impact of the conflict between Israel and Iran on U.S. gas prices has been modest. That could change.

Here's what we know.",25,6,['https://www.washingtonpost.com/business/2025/06/16/oil-prices-gas-iran-israel/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/16/oil-prices-gas-iran-israel/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Economy,Business & Economy
The Washington Post,2025-06-16 12:44:33,"Breaking news: The man charged with shooting two Democratic lawmakers and their spouses visited the homes of at least two other elected officials as he carried out the attacks, authorities said.",75,27,['https://wapo.st/3HJEMF9'],['https://wapo.st/3HJEMF9'],Crime,Crime
The Washington Post,2025-06-16 12:14:48,Leaders of the world’s major economies are gathering in Canada on Monday for the G-7 Leaders Summit where they will likely try to push President Trump to remove tariffs and promote a ceasefire in the Middle East.,57,13,['https://www.washingtonpost.com/politics/2025/06/16/trump-g77-canada-tariffs-israel-ukraine/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/16/trump-g77-canada-tariffs-israel-ukraine/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],World News,World
The Washington Post,2025-06-16 11:56:45,"The United States is considering restricting entry to citizens of an additional 36 countries in what would be a significant expansion of the travel ban announced by the Trump administration early this month, according to a State Department memo reviewed by The Post. wapo.st/4kIiXUX",75,36,['https://wapo.st/4kIiXUX'],['https://wapo.st/4kIiXUX'],Politics,Politics
The Washington Post,2025-06-16 11:53:19,"Trump Mobile will feature gold-toned smartphones, free overseas calling for military families and 5G signal for $47.45 per month on one plan.

It’s the latest venture branded with the Trump name, which includes real estate and crypto.",39,20,['https://wapo.st/4kIiHFt'],['https://wapo.st/4kIiHFt'],Technology,Technology
The Washington Post,2025-06-16 10:58:37,"Column by Daniel Wolfe | Clear-air turbulence has increased since the 1970s. Researchers agree that the likelihood of severe turbulence will only increase in a warming world, putting passengers and crew at risk.

See how different plane routes could experience more turbulence:",100,40,['https://www.washingtonpost.com/climate-environment/interactive/2025/see-where-your-flights-will-experience-this-climate-fueled-turbulence/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/climate-environment/interactive/2025/see-where-your-flights-will-experience-this-climate-fueled-turbulence/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Science/Environment,Climate & Environment
The Washington Post,2025-06-16 10:32:02,"The Israeli military on Monday issued its first evacuation warning for Iran’s capital, urging people in a social media post to immediately leave a northeastern district of Tehran ahead of planned attacks on “military infrastructure” in the “coming hours.” 

Follow our live updates here:",45,20,['https://www.washingtonpost.com/world/2025/06/16/israel-iran-attacks-live/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/16/israel-iran-attacks-live/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],World News,World
The Washington Post,2025-06-16 10:04:37,"President Trump is accelerating efforts to transform the federal workforce from a nonpartisan, merit-based civil service to a system that values loyalty to the president and to push policies that allow the administration to more easily dismiss career employees, according to federal workers.",187,98,['https://www.washingtonpost.com/politics/2025/06/16/trump-civil-service-loyalty-firings/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/16/trump-civil-service-loyalty-firings/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-16 09:34:11,"Pangolins, which look like a cross between an anteater and an armadillo, are believed to be the most trafficked mammals. 

Now, the U.S. Fish and Wildlife Service said it plans to declare seven species of it as endangered.",1064,212,['https://www.washingtonpost.com/climate-environment/2025/06/16/pangolin-endangered-species-list/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/climate-environment/2025/06/16/pangolin-endangered-species-list/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Wildlife Conservation,Climate & Environment
The Washington Post,2025-06-16 09:00:34,"After more than a week of immigration raids, demonstrations and military presence, mariachi musicians and folklórico dancers are now energizing protests with their sounds and swirls — a way to reclaim space in a city they helped build, in a country that hasn’t always made them feel like they belong.",243,51,['https://www.washingtonpost.com/nation/2025/06/16/mariachi-los-angeles-protests-immigration/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/16/mariachi-los-angeles-protests-immigration/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Culture,Arts & Culture
The Washington Post,2025-06-16 08:26:31,Fact Checker by Glenn Kessler: Every claim made by Sen. Tim Scott (R-South Carolina) to ridicule the nonpartisan Congressional Budget Office turns out to be false.,1256,503,['https://www.washingtonpost.com/politics/2025/06/16/tim-scott-cbo-nine-errors/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/16/tim-scott-cbo-nine-errors/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Fact Check,Fact Check
The Washington Post,2025-06-16 07:50:15,"Funding cuts to Medicaid and other programs included in the  sweeping tax-and-spending bill would hurt low-income households financially more than the tax cuts would boost their finances, according to nonpartisan analyses of the bill.",4307,1802,['https://www.washingtonpost.com/politics/2025/06/16/trump-tax-bill-low-income/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/16/trump-tax-bill-low-income/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-16 07:19:27,The man suspected of shooting two Democratic lawmakers and their spouses in their homes in what officials describe as politically motivated attacks was arrested and charged Sunday evening after a sprawling manhunt involving more than 100 officers. wapo.st/3FFrkBL,8982,1522,['https://wapo.st/3FFrkBL'],['https://wapo.st/3FFrkBL'],Politics,Politics
The Washington Post,2025-06-15 23:20:36,"Breaking news: Vance Boelter, the man accused of shooting two Minnesota Democratic lawmakers and their spouses, was captured late Sunday after a sprawling manhunt. wapo.st/45ZyHhV",307,68,"['https://wapo.st/45ZyHhV', 'https://www.washingtonpost.com/nation/2025/06/15/minnesota-lawmakers-shooting-suspect-vance-boelter/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social']","['https://wapo.st/45ZyHhV', 'https://www.washingtonpost.com/nation/2025/06/15/minnesota-lawmakers-shooting-suspect-vance-boelter/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social']",Crime,Crime
The Washington Post,2025-06-15 15:21:12,"State Rep. Melissa Hortman, 55, was fatally shot in her home. She was a lawyer and Democrat who spent 20 years in the Minnesota House of Representatives, which she led as speaker for six years.",236,50,['https://www.washingtonpost.com/nation/2025/06/15/melissa-hortman-minnesota-lawmaker-john-hoffman/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/nation/2025/06/15/melissa-hortman-minnesota-lawmaker-john-hoffman/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Obituaries,Obituaries
The Washington Post,2025-06-15 13:42:54,"Bukele is arresting lawyers, targeting NGOs and chasing journalists from El Salvador.The Trump administration says he’s a model for the region @schmidtsam.bsky.social reports

www.washingtonpost.com/world/2025/0...",197,105,['https://www.washingtonpost.com/world/2025/06/15/bukele-salvador-arrests-crackdown/'],['https://www.washingtonpost.com/world/2025/06/15/bukele-salvador-arrests-crackdown/'],World News,World
The Washington Post,2025-06-15 13:16:45,"The gunman suspected of shooting two Minnesota lawmakers and their spouses worked for an armed home security company and had done security work overseas, while also proselytizing to bring Christianity to “Islamic militants,” a digital trail shows.",188,58,['https://www.washingtonpost.com/nation/2025/06/14/vance-boelter-shooting-suspect-minnesota-lawmakers/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/nation/2025/06/14/vance-boelter-shooting-suspect-minnesota-lawmakers/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Crime,Crime
The Washington Post,2025-06-15 12:23:07,"For many years, an abandoned laundromat in Southeast D.C. was an eyesore. Now, the venue is home to after-school arts programs.

This year, two local muralists called on dozens of the city’s artists to turn a once-blighted street corner into something beautiful. wapo.st/4e7tKWo",1300,190,['https://wapo.st/4e7tKWo'],['https://wapo.st/4e7tKWo'],Arts & Culture,Arts & Culture
The Washington Post,2025-06-15 11:18:41,"Breaking news: A former senior Syrian security official told the FBI that American journalist Austin Tice was killed in 2013 on the orders of then-Syrian President Bashar al-Assad, an account that has not been corroborated by the U.S.",1371,463,['https://www.washingtonpost.com/national-security/2025/06/15/austin-tice-executed-2013-account/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/national-security/2025/06/15/austin-tice-executed-2013-account/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],World News,World
The Washington Post,2025-06-15 10:27:25,"Police shot stun grenades and rubber bullets, then turned to tear gas, in Los Angeles on Saturday. The gathering there was separate from the local “No Kings” event.",4023,1218,['https://www.washingtonpost.com/nation/2025/06/14/los-angeles-protesters-police-clash/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/nation/2025/06/14/los-angeles-protesters-police-clash/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Breaking News,Breaking News
The Washington Post,2025-06-15 09:56:41,"Israel has a large list of targets to strike in Iran, a military official said Sunday, three days into a back-and-forth bombardment that has derailed nuclear talks and sparked fears of a wider war.",68,27,['https://www.washingtonpost.com/world/2025/06/15/israel-iran-attacks-live-tehran-tel-aviv/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/world/2025/06/15/israel-iran-attacks-live-tehran-tel-aviv/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],International News,World
The Washington Post,2025-06-14 20:39:03,"Planes roared over D.C. on Saturday, tanks rolled along the National Mall, brass bands resounded and thousands of soldiers marched past cheering crowds, as the Army put on the largest show of military might in the capital in more than three decades. wapo.st/4dYFOck",318,59,['https://wapo.st/4dYFOck'],['https://wapo.st/4dYFOck'],National News,Politics
The Washington Post,2025-06-14 20:02:26,Thousands of Americans gathered in cities across the country on Saturday for an organized day of protests dubbed “No Kings Nationwide Day of Defiance” against President Trump’s policies. wapo.st/4n1tb4v,634,124,['https://wapo.st/4n1tb4v'],['https://wapo.st/4n1tb4v'],Politics,Politics
The Washington Post,2025-06-14 19:18:33,"The military parade in D.C. on Saturday featured a procession of service members in historic uniforms, commemorating the Revolutionary War, Civil War, World Wars I and II and then more modern fatigues. wapo.st/4n1tb4v",72,18,['https://wapo.st/4n1tb4v'],['https://wapo.st/4n1tb4v'],National News,Politics
The Washington Post,2025-06-14 18:14:49,"The latest computer model simulations indicate that scattered to widespread showers and storms will be most numerous in D.C.’s Beltway area from about 6 p.m. to 11 p.m., potentially disrupting events on the National Mall.",297,32,['https://www.washingtonpost.com/weather/2025/06/14/dc-weather-live-updates-showers-thunderstorms/'],['https://www.washingtonpost.com/weather/2025/06/14/dc-weather-live-updates-showers-thunderstorms/'],Weather,Weather
The Washington Post,2025-06-14 18:13:13,"A massive parade celebrating the 250th anniversary of the U.S. Army and falling on President Donald Trump’s 79th birthday is under way in Washington.

Follow along for live updates:",28,8,['https://www.washingtonpost.com/dc-md-va/2025/06/14/trump-military-parade-live-updates-dc-army-birthday/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/dc-md-va/2025/06/14/trump-military-parade-live-updates-dc-army-birthday/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],National News,Politics
The Washington Post,2025-06-14 18:10:48,"Americans turned out en masse in communities across the country Saturday, raucously pushing back on what they see as President Donald Trump’s widening authoritarianism, attacks on immigrants and federal cutbacks to lifesaving programs.",779,164,['https://www.washingtonpost.com/nation/2025/06/14/no-kings-protests-anti-trump-rallies-us/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/14/no-kings-protests-anti-trump-rallies-us/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-14 18:02:02,"President Donald Trump reported over $600 million in income and $1.6 billion in assets in a public financial disclosure filed late Friday, including cryptocurrency holdings, income from his properties and lucrative licensing deals with foreign developers.",155,91,['https://www.washingtonpost.com/politics/2025/06/14/trump-income-assets/'],['https://www.washingtonpost.com/politics/2025/06/14/trump-income-assets/'],Finance,Business & Economy
The Washington Post,2025-06-14 15:59:45,"Many Americans are gathering Saturday in cities across the country for an organized day of protests dubbed “No Kings Nationwide Day of Defiance” against President Trump’s policies.

Follow our coverage: wapo.st/4n1tb4v",316,39,['https://wapo.st/4n1tb4v'],['https://wapo.st/4n1tb4v'],Politics,Politics
The Washington Post,2025-06-14 14:34:05,"The Trump administration is considering restricting entry to citizens of an additional 36 countries, in what would be a significant expansion of the travel ban announced early this month, according to a State Department memo.",141,100,['https://www.washingtonpost.com/national-security/2025/06/14/trump-travel-ban-expansion/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/national-security/2025/06/14/trump-travel-ban-expansion/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-14 13:35:31,"As online sports betting continues to expand, online threats and harassment of athletes by gamblers appears to have become more widespread, more specific and more sinister, alarming many in the sports industry.",93,31,['https://www.washingtonpost.com/sports/2025/06/14/sports-betting-athlete-abuse-online/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/sports/2025/06/14/sports-betting-athlete-abuse-online/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Sports News,Sports
The Washington Post,2025-06-14 13:25:37,"Minnesota state Rep. Melissa Hortman and her husband were fatally shot at their home near Minneapolis on Saturday. 

Hortman was a Democratic Party leader in the Minnesota House and served as the speaker until early this year.

Here's a thread of what we know so far: 🧵",232,82,[],[],Breaking News,Breaking News
The Washington Post,2025-06-14 12:36:24,"At 10, he ran away from his parents’ home to escape a difficult childhood. He was homeless as a child.

Now, he’s a dad of six and has fostered 47 children since 2017, as a single father.",3445,422,['https://www.washingtonpost.com/lifestyle/2025/06/14/peter-mutabazi-foster-dad-adopt/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/lifestyle/2025/06/14/peter-mutabazi-foster-dad-adopt/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Human Interest,Human Interest
The Washington Post,2025-06-14 12:18:21,"More than 1,000 protesters marched across the causeway from West Palm Beach toward President Donald Trump’s resort home of Mar-a-Lago on Saturday morning, chanting “USA!” and waving American flags and “No Kings” signs.

Follow live updates:",1044,273,['https://www.washingtonpost.com/dc-md-va/2025/06/14/trump-military-parade-live-updates-dc-army-birthday/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/dc-md-va/2025/06/14/trump-military-parade-live-updates-dc-army-birthday/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-14 11:31:20,"Breaking news: A prominent Minnesota Democrat and her spouse were killed early Saturday morning by a gunman impersonating a police officer. 

Another state lawmaker and his wife were shot overnight, believed to be connected to the same suspect, police said.

A manhunt for the suspect is underway.",355,140,['https://www.washingtonpost.com/nation/2025/06/14/minnesota-lawmakers-targeted-shootings/'],['https://www.washingtonpost.com/nation/2025/06/14/minnesota-lawmakers-targeted-shootings/'],Crime,Crime
The Washington Post,2025-06-14 11:01:00,"President Trump once boasted mRNA-based coronavirus vaccines were a “modern-day miracle.” Now his appointees, like Robert F. Kennedy Jr., are throwing doubt on the technology with largely unfounded claims.",227,81,['https://www.washingtonpost.com/business/2025/06/14/celebrated-then-disparaged-mrnas-promise-is-tarnished-under-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/14/celebrated-then-disparaged-mrnas-promise-is-tarnished-under-trump/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health,Health
The Washington Post,2025-06-14 09:54:38,"Pope Leo XIV will address a packed baseball stadium in Chicago on Saturday, greeting a U.S. audience directly for the first time and offering a glimpse of the potential impact of the first American papacy.",16768,2990,['https://www.washingtonpost.com/nation/2025/06/14/pope-leo-chicago-white-sox/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/14/pope-leo-chicago-white-sox/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Religion,Religion
The Washington Post,2025-06-13 21:25:31,"Heather McIlhany doesn’t peruse Instagram or X when she’s looking to kill time online. Instead, she heads to Zillow.

In the more than two decades since online listings came into being, they have become a key part of folks’ scrolling diets.",86,1,['https://www.washingtonpost.com/home/2025/05/29/real-estate-listings-new-gossip/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/home/2025/05/29/real-estate-listings-new-gossip/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Real Estate,Infrastructure
The Washington Post,2025-06-13 16:56:06,"""Strong families don’t just happen. Policymakers like me and my colleagues need to create the space to support them by passing strong parental leave policies,"" @gomez.house.gov writes in Post Letters. wapo.st/3HE1ZIS",89,9,['https://wapo.st/3HE1ZIS'],['https://wapo.st/3HE1ZIS'],Opinion,Opinion
The Washington Post,2025-06-13 19:13:30,"A federal judge in California has halted a State Department plan to lay off almost 2,000 employees, marking a setback to Secretary of State Marco Rubio’s push to rapidly downsize the agency.",482,119,['https://www.washingtonpost.com/national-security/2025/06/13/state-department-layoffs-rubio/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/national-security/2025/06/13/state-department-layoffs-rubio/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-13 18:33:15,"EXCLUSIVE/BREAKING Gregory Sanabria Tarazona, a Venezuelan activist tortured inside Nicolás Maduro's notorious El Heliocoide prison, is seeking asylum in the U.S. Weeks before his initial hearing, he was making a routine check-in when ICE detained him @schmidtsam.bsky.social reports

wapo.st/3HE9dwu",312,156,['https://wapo.st/3HE9dwu'],['https://wapo.st/3HE9dwu'],Immigration,World
The Washington Post,2025-06-13 18:19:24,"An operation dubbed “Rising Lion” by Israel relied on the activation of secret intelligence teams, pre-positioned weapons and other capabilities that had lain dormant inside Iran for weeks or even months, Israeli and Western security officials said.",66,24,['https://www.washingtonpost.com/world/2025/06/13/mossad-israel-iran-attack/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/13/mossad-israel-iran-attack/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],International News,World
The Washington Post,2025-06-13 16:33:23,"Ye, the controversial rapper formerly known as Kanye West, appeared at Sean “Diddy” Combs’s sex trafficking trial on Friday — causing a brief spectacle inside the courthouse as he continues his public campaign calling for the music mogul’s release from jail.",93,13,['https://wapo.st/444zM5C'],['https://wapo.st/444zM5C'],Entertainment News,Entertainment
The Washington Post,2025-06-13 16:05:29,"Tehran on Friday confirmed the deaths of senior commanders and nuclear scientists after Israel’s attacks on targets across Iran.

Here’s what we know about some key figures killed in the strikes.",66,27,['https://wapo.st/4e5ehX1'],['https://wapo.st/4e5ehX1'],World News,World
The Washington Post,2025-06-13 15:21:26,"Breaking news: Iran said late Friday that its military retaliation against Israel had begun.

State media reported hundreds of ballistic missiles were fired after the Israeli military launched a wave of strikes against Iranian nuclear and military sites.",76,30,['https://wapo.st/3FU46Yz'],['https://wapo.st/3FU46Yz'],World News,World
The Washington Post,2025-06-13 13:34:51,"Kim Sajet, the director of the National Portrait Gallery of the Smithsonian, resigned on Friday.

Sajet’s resignation was announced in an internal email, obtained by The Post, sent just before noon to Smithsonian staff.  wapo.st/43KdJSI",79,29,['https://wapo.st/43KdJSI'],['https://wapo.st/43KdJSI'],Arts,Arts & Culture
The Washington Post,2025-06-13 13:24:47,"Israel launched what it called a preemptive strike on Iran’s nuclear program and military targets. 

The strikes killed four senior commanders, according to the Israeli military and Iranian state media. 

Here’s what we know: wapo.st/4kXC6SK",66,24,['https://wapo.st/4kXC6SK'],['https://wapo.st/4kXC6SK'],World News,World
The Washington Post,2025-06-13 12:51:39,"Breaking news: Four people have escaped from an immigration detention facility in Newark.

They escaped from Delaney Hall, a privately run New Jersey detention facility that local elected officials have sought to close, Department of Homeland Security officials said.",4882,776,['https://www.washingtonpost.com/nation/2025/06/13/escape-newark-detention-center-delaney-hall/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/13/escape-newark-detention-center-delaney-hall/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Local News,Local News
The Washington Post,2025-06-13 11:51:23,"While thunderstorms could disrupt the Army’s 250th anniversary on Saturday in D.C., weather will vary at locations around the country where rallies are planned.

Check the forecast where many of the main rallies are planned:",106,21,['https://wapo.st/3HA66pv'],['https://wapo.st/3HA66pv'],Weather,Weather
The Washington Post,2025-06-13 10:57:21,"During his presidential campaign, Trump vowed to end wars and get the United States out of foreign entanglements. 

Five months in, his efforts to broker peace have fallen flat.",234,63,['https://www.washingtonpost.com/politics/2025/06/13/trump-iran-israel-peace/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/13/trump-iran-israel-peace/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-13 10:21:55,"Huge crowds are anticipated Saturday in D.C. for events marking the U.S. Army’s 250th anniversary — but the weather may not fully cooperate.

A sluggish front could spark showers and thunderstorms that threaten to disrupt the celebrations.",2842,393,['https://www.washingtonpost.com/weather/2025/06/12/army-parade-dc-forecast-thunderstorms/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/weather/2025/06/12/army-parade-dc-forecast-thunderstorms/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Weather,Weather
The Washington Post,2025-06-13 09:51:06,"Sean “Diddy” Combs’s federal sex-trafficking trial continues on Day 23 with a federal agent and ex-assistant Jonathan Perez expected to testify.

Follow along for live updates here:",32,8,['https://www.washingtonpost.com/entertainment/music/2025/06/13/diddy-trial-live-updates-sean-combs-witness-testimony/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/entertainment/music/2025/06/13/diddy-trial-live-updates-sean-combs-witness-testimony/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Crime,Crime
The Washington Post,2025-06-13 09:20:10,"Only one person on board Air India Flight 171 survived — British national Viswash Kumar Ramesh, 40, who could be seen limping toward an ambulance shortly after the crash that killed the other 241 people on board.

“I don’t know how I survived,” Ramesh said.",507,83,['https://www.washingtonpost.com/world/2025/06/13/air-india-plane-crash-survivor-vishwash-kumar-ramesh/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/13/air-india-plane-crash-survivor-vishwash-kumar-ramesh/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Breaking News,Breaking News
The Washington Post,2025-06-13 08:52:12,"On the same day as President Trump’s military parade in D.C., thousands of people are expected to protest what they call his dangerous brand of authoritarianism.",282,61,['https://www.washingtonpost.com/nation/2025/06/13/no-kings-protest-anti-trump-army-parade/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/13/no-kings-protest-anti-trump-army-parade/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-13 08:12:59,"An appeals court allowed President Trump, for now, to keep the California National Guard deployed in response to protests in Los Angeles, blocking a federal judge’s move just hours earlier that ordered the Trump administration to return control of the troops to California Gov. Gavin Newsom.",74,36,['https://www.washingtonpost.com/nation/2025/06/12/newsom-trump-court-ruling-military-la/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/12/newsom-trump-court-ruling-military-la/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-13 07:47:25,"Kilmar Abrego García, the Maryland resident wrongly deported to El Salvador by the Trump administration, is scheduled for a hearing in federal court in Nashville to determine whether he should remain in custody pending trial on charges related to alleged migrant smuggling.",112,29,['https://www.washingtonpost.com/national-security/2025/06/13/kilmar-abrego-garcia-criminal-case/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/national-security/2025/06/13/kilmar-abrego-garcia-criminal-case/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Immigration News,World
The Washington Post,2025-06-13 07:05:48,"President Donald Trump urged Iran to “make a deal” with Israel “before it is too late,” after Israel launched what it called a preemptive strike on Iran’s nuclear program and military targets.

Follow for more live updates here:",33,8,['https://www.washingtonpost.com/world/2025/06/12/israel-attacks-iran-tehran-explosions/?utm_campaign=wp_main&utm_medium=social&utm_source=blusky'],['https://www.washingtonpost.com/world/2025/06/12/israel-attacks-iran-tehran-explosions/?utm_campaign=wp_main&utm_medium=social&utm_source=blusky'],International News,World
The Washington Post,2025-06-12 19:50:19,"Authorities in Miami-Dade County are seeking to arrest Brown on a charge of attempted murder stemming from a shooting at a celebrity boxing event in May, according to a warrant reviewed by The Washington Post.",26,8,['https://www.washingtonpost.com/sports/2025/06/12/antonio-brown-arrest-warrant-attempted-murder/'],['https://www.washingtonpost.com/sports/2025/06/12/antonio-brown-arrest-warrant-attempted-murder/'],Crime,Crime
The Washington Post,2025-06-12 22:02:54,"Breaking news: A federal judge agreed to block the Trump administration from deploying the California National Guard, granting a request by Gov. Gavin Newsom and saying the president acted illegally in dispatching the troops amid immigration protests.",681,148,['https://www.washingtonpost.com/nation/2025/06/12/newsom-trump-court-ruling-military-la/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/12/newsom-trump-court-ruling-military-la/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-12 15:39:22,"On the latest college sports hearing in Congress (you've maybe read a version of this story before, just the House settlement would have been a theoretical instead of a leverage point tugged back and forth): www.washingtonpost.com/sports/2025/...",17,5,['https://www.washingtonpost.com/sports/2025/06/12/congressional-hearing-on-college-sports/'],['https://www.washingtonpost.com/sports/2025/06/12/congressional-hearing-on-college-sports/'],Sports,Sports
The Washington Post,2025-06-12 16:46:11,I visited Little Tokyo to talk impact of #LA #protests www.washingtonpost.com/nation/2025/...,23,4,['https://www.washingtonpost.com/nation/2025/06/12/little-tokyo-la-protests/'],['https://www.washingtonpost.com/nation/2025/06/12/little-tokyo-la-protests/'],News,General News
The Washington Post,2025-06-12 20:51:39,"Breaking news: Israel launched a “preemptive strike” on Iran, said Israel's defense minister Israel Katz.

Katz declared a “special emergency situation” in Israel in anticipation of a potential retaliatory attack.",85,26,['https://www.washingtonpost.com/world/2025/06/12/israel-attacks-iran-tehran-explosions/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/world/2025/06/12/israel-attacks-iran-tehran-explosions/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],World News,World
